prompt,out_token_id,out_token_str,latent_token_id,latent_token_str,in_token_str
"English: ""ten"" - English: ""ten""
English: ""tea"" - English: ""tea""
English: ""pond"" - English: ""pond""
English: ""version"" - English: ""version""
English: ""book"" - English: ""","[833, 3143, 2909, 29890, 289, 1045]",book,"[833, 3143, 2909, 29890, 289, 1045]",book,book
"English: ""hundred"" - English: ""hundred""
English: ""heart"" - English: ""heart""
English: ""house"" - English: ""house""
English: ""part"" - English: ""part""
English: ""cloud"" - English: ""","[1067, 9274, 15126, 695, 29883, 274, 17184, 9570, 23642]",cloud,"[1067, 9274, 15126, 695, 29883, 274, 17184, 9570, 23642]",cloud,cloud
"English: ""ground"" - English: ""ground""
English: ""mother"" - English: ""mother""
English: ""north"" - English: ""north""
English: ""wood"" - English: ""wood""
English: ""bag"" - English: ""","[9922, 2291, 29890, 19548, 23156, 289]",bag,"[9922, 2291, 29890, 19548, 23156, 289]",bag,bag
"English: ""point"" - English: ""point""
English: ""structure"" - English: ""structure""
English: ""position"" - English: ""position""
English: ""spring"" - English: ""spring""
English: ""mouth"" - English: ""","[4346, 29885, 13394, 29442, 286, 2730, 21026]",mouth,"[4346, 29885, 13394, 29442, 286, 2730, 21026]",mouth,mouth
"English: ""middle"" - English: ""middle""
English: ""city"" - English: ""city""
English: ""rise"" - English: ""rise""
English: ""bridge"" - English: ""bridge""
English: ""soil"" - English: ""","[22473, 269, 577, 29879, 578]",soil,"[22473, 269, 577, 29879, 578]",soil,soil
"English: ""tribe"" - English: ""tribe""
English: ""painting"" - English: ""painting""
English: ""child"" - English: ""child""
English: ""structure"" - English: ""structure""
English: ""mountain"" - English: ""","[14378, 4346, 29885, 5766, 29442, 286, 2730, 16476]",mountain,"[14378, 4346, 29885, 5766, 29442, 286, 2730, 16476]",mountain,mountain
"English: ""north"" - English: ""north""
English: ""flower"" - English: ""flower""
English: ""red"" - English: ""red""
English: ""seat"" - English: ""seat""
English: ""cloth"" - English: ""","[1067, 15126, 13950, 29883, 274, 17184, 695]",cloth,"[1067, 15126, 13950, 29883, 274, 17184, 695]",cloth,cloth
"English: ""shop"" - English: ""shop""
English: ""tail"" - English: ""tail""
English: ""dance"" - English: ""dance""
English: ""cloth"" - English: ""cloth""
English: ""heart"" - English: ""","[354, 540, 5192, 8293, 298, 23057, 29882]",heart,"[354, 540, 5192, 8293, 298, 23057, 29882]",heart,heart
"English: ""water"" - English: ""water""
English: ""bridge"" - English: ""bridge""
English: ""tea"" - English: ""tea""
English: ""four"" - English: ""four""
English: ""hand"" - English: ""","[2350, 3179, 5905, 298, 5403, 447, 29882, 1361]",hand,"[2350, 3179, 5905, 298, 5403, 447, 29882, 1361]",hand,hand
"English: ""rock"" - English: ""rock""
English: ""city"" - English: ""city""
English: ""power"" - English: ""power""
English: ""four"" - English: ""four""
English: ""day"" - English: ""","[1388, 29881, 2462, 270, 3250, 1146]",day,"[1388, 29881, 2462, 270, 3250, 1146]",day,day
